,stars,text,title,review_date,rating,clean_text,sentiment
2909,5.0 out of 5 stars,"









  
  
    
  Nice quality memory card.... bought it for rs. 499.... got a memory card adapter along with it.... Worth buying it

  
",Nice quality,Reviewed in India on 17 December 2019,5,nice quality memory card buy it for rs get memory card adapter along with it worth buy it,pos
2910,5.0 out of 5 stars,"









  
  
    
  Good product

  
",Excellent,Reviewed in India on 29 June 2019,5,good product,pos
2911,5.0 out of 5 stars,"









  
  
    
  This product is very good quality and I am very interested.

  
",This product is very good quality.,Reviewed in India on 7 January 2019,5,this product be very good quality and I be very interested,pos
2912,5.0 out of 5 stars,"









  
  
    
  Original product at good price from seller. Quick delivery from Amazon.

  
",Five Stars,Reviewed in India on 22 May 2019,5,original product at good price from seller quick delivery from Amazon,pos
2913,5.0 out of 5 stars,"









  
  
    
  Good

  
",Good,Reviewed in India on 12 July 2019,5,Good,pos
2914,5.0 out of 5 stars,"









  
  
    
  Good

  
",Thanks,Reviewed in India on 8 June 2018,5,Good,pos
2915,5.0 out of 5 stars,"









  
  
    
  Copying and downloading of files is so fast.

  
",Copying and downloading of files is so fast.,Reviewed in India on 22 May 2019,5,copying and downloading of file be so fast,neu
2916,5.0 out of 5 stars,"









  
  
    
  Storage capacity is osm

  
",Up to the mark,Reviewed in India on 7 May 2019,5,storage capacity be osm,neu
2917,4.0 out of 5 stars,"









  
  
    
  Almost everything is good about this SD card., but Im little concern about why the storage capacity has only 29.8 GB out of 32 GB. It should be at least 30 Plus. Anyway Im happy with it.

  
",Good but not the Best.,Reviewed in India on 11 December 2017,4,almost everything be good about this SD card but I be little concern about why the storage capacity have only GB out of GB It should be at least plus anyway I be happy with it,pos
2918,5.0 out of 5 stars,"









  
  
    
  Nice products

  
",Wow. .,Reviewed in India on 19 November 2018,5,Nice product,pos
2919,5.0 out of 5 stars,"









  
  
    
  Nice product

  
",Nice product,Reviewed in India on 27 July 2018,5,nice product,pos
2920,5.0 out of 5 stars,"









  
  
    
  no doubt about this productreceived as expected

  
",no doubt about this product,Reviewed in India on 11 March 2019,5,no doubt about this productreceive as expect,pos
2921,5.0 out of 5 stars,"









  
  
    
  Nice

  
",Nice,Reviewed in India on 3 March 2020,5,Nice,pos
2922,5.0 out of 5 stars,"









  
  
    
  The memory card arrived on time and is durable. Its storage capacity is 28 GB which is pretty good and is very comfort to use.! Go for it

  
",A Good Transfer Speed,Reviewed in India on 7 April 2018,5,the memory card arrive on time and be durable Its storage capacity be GB which be pretty good and be very comfort to use go for it,pos
2923,5.0 out of 5 stars,"









  
  
    
  Awesome

  
",Awesome,Reviewed in India on 29 May 2019,5,awesome,pos
2924,5.0 out of 5 stars,"









  
  
    
  But only half the speed on phone (moto g5 plus).P.S. Read wriet speed depend on the device too. Got it for Rs ~1700 on sale.

  
",Read ~85Mbps Write ~70Mbps on macbook air,Reviewed in India on 5 September 2018,5,but only half the speed on phone moto plusPS read wriet speed depend on the device too get it for on sale,neu
2925,4.0 out of 5 stars,"









  
  
    
  Good one

  
",Nice perfomance,Reviewed in India on 1 September 2020,4,good,pos
2926,4.0 out of 5 stars,"









  
  
    
  Worth buying for 500 rupees.

  
","Samsung EVO Plus Grade 1, Class 10 32GB MicroSDHC 95 MB/S Memory Card with SD Adapter",Reviewed in India on 1 May 2019,4,worth buy for rupee,pos
2927,4.0 out of 5 stars,"









  
  
    
  This memory card gives good read and write speed of approx. 80 MBps and 70MBps respectively on HP Elitebook laptop having PCIe NVMe SSD Drive.

  
",Good,Reviewed in India on 8 September 2019,4,this memory card give good read and write speed of approx MBps and mbps respectively on HP Elitebook laptop have PCIe NVMe ssd drive,pos
2928,4.0 out of 5 stars,"









  
  
    
  My memory card got slightly bent and cracked, although still intact.Its not getting detected by my phone.Is there any hope to retrieve the data stored in it or all gone.

  
",Suggestions welcomed,Reviewed in India on 20 August 2019,4,My memory card get slightly bend and crack although still intact Its not get detect by my phone be there any hope to retrieve the datum store in it or all go,pos
2929,5.0 out of 5 stars,"









  
  
    
  Its samsung. Just go ahead and buy it.!

  
",Just Buy It.!,Reviewed in India on 13 November 2017,5,Its samsung just go ahead and buy it,neu
2930,4.0 out of 5 stars,"









  
  
    
  It's good, nice product with good speed; but new tech also one step ahead of this search for that with your budget

  
",Good product,Reviewed in India on 4 December 2018,4,It be good nice product with good speed but new tech also step ahead of this search for that with your budget,pos
2931,5.0 out of 5 stars,"









  
  
    
  Still working in my phone. No data read/write /store errors. Good storage card

  
",Best VFM balance of price vs GB size,Reviewed in India on 11 December 2017,5,still work in my phone no data read write store error good storage card,neg
2932,1.0 out of 5 stars,"









  
  
    
  Crapped error every time

  
",I'm not happy this deal,Reviewed in India on 9 June 2020,1,Crapped error every time,neg
2933,5.0 out of 5 stars,"









  
  
    
  The write speed is 20 mbps. The speed mentioned in the description is the read speed which is 95mbps.Works properly in mobile.

  
",Good,Reviewed in India on 27 August 2020,5,the write speed be mbp the speed mention in the description be the read speed which be mbps work properly in mobile,neu
2934,5.0 out of 5 stars,"









  
  
    
  Good one

  
",Good,Reviewed in India on 19 June 2019,5,good,pos
2935,5.0 out of 5 stars,"









  
  
    
  Good

  
",Good,Reviewed in India on 17 August 2018,5,Good,pos
2936,4.0 out of 5 stars,"









  
  
    
  Already Said

  
",Told,Reviewed in India on 9 June 2019,4,already say,neu
2937,5.0 out of 5 stars,"









  
  
    
  Super

  
",Value for money,Reviewed in India on 2 November 2019,5,Super,pos
2938,4.0 out of 5 stars,"









  
  
    
  Nice product

  
",Nice product,Reviewed in India on 16 August 2019,4,nice product,pos
2939,5.0 out of 5 stars,"









  
  
    
  Great product

  
",GREAT DEAL,Reviewed in India on 4 December 2018,5,great product,pos
2940,5.0 out of 5 stars,"









  
  
    
  I got this memory card and it works soo good in my device no any problems  transfer speed is good and it came with a micro SD adapter  with it  i m very happy to buy this product

  
",Good quality,Reviewed in India on 12 November 2019,5,I get this memory card and it work soo good in my device no any problem transfer speed be good and it come with micro sd adapter with it very happy to buy this product,pos
2942,3.0 out of 5 stars,"









  
  
    
  Not fast enough, can only be used as an extra storage device - moto g6

  
",Ok I guess,Reviewed in India on 4 January 2020,3,not fast enough can only be use as an extra storage device moto,neu
2943,5.0 out of 5 stars,"









  
  
    
  Good

  
",Good,Reviewed in India on 18 September 2019,5,Good,pos
2944,5.0 out of 5 stars,"









  
  
    
  Good product, as described.

  
",Good product,Reviewed in India on 5 July 2020,5,good product as describe,pos
2945,5.0 out of 5 stars,"









  
  
    
  Excellent product

  
",Good quality product,Reviewed in India on 17 July 2019,5,excellent product,pos
2946,5.0 out of 5 stars,"









  
  
    
  very nice product

  
",perfect item,Reviewed in India on 20 December 2018,5,very nice product,pos
2947,5.0 out of 5 stars,"









  
  
    
  Good product at good price.

  
",Value for money.,Reviewed in India on 23 May 2020,5,good product at good price,pos
2949,5.0 out of 5 stars,"









  
  
    
  Nice

  
",Best products,Reviewed in India on 30 August 2020,5,Nice,pos
2950,5.0 out of 5 stars,"









  
  
    
  Does as advertised

  
",Great product,Reviewed in India on 7 July 2019,5,do as advertise,neu
2951,4.0 out of 5 stars,"









  
  
    
  Very Good. Amazon is best in delivery and product packing. Also product quality.

  
",Four Stars,Reviewed in India on 4 December 2018,4,very good Amazon be good in delivery and product packing also product quality,pos
2952,5.0 out of 5 stars,"









  
  
    
  Good product

  
",Good product,Reviewed in India on 11 December 2017,5,good product,pos
2953,5.0 out of 5 stars,"









  
  
    
  Good

  
",Review,Reviewed in India on 30 March 2020,5,Good,pos
2954,4.0 out of 5 stars,"









  
  
    
  Nice memory card. Go for it.

  
",Good memory card,Reviewed in India on 11 June 2019,4,nice memory card go for it,pos
2955,4.0 out of 5 stars,"









  
  
    
  Using last 3 years ni issues

  
",Good item in this price,Reviewed in India on 14 May 2019,4,use last year ni issue,neu
2956,2.0 out of 5 stars,"









  
  
    
  Ok

  
",Ok,Reviewed in India on 22 February 2020,2,ok,pos
2957,4.0 out of 5 stars,"









  
  
    
  Happy

  
",Price good,Reviewed in India on 23 January 2019,4,Happy,pos
2958,5.0 out of 5 stars,"









  
  
    
  Good performance....adapter supplied with it is added advantage.Quality product by samsung.

  
",Five Stars,Reviewed in India on 23 July 2019,5,good performance adapter supply with it be add advantage quality product by samsung,pos
2960,4.0 out of 5 stars,"









  
  
    
  Cool

  
",Cool,Reviewed in India on 30 September 2017,4,cool,pos
2961,5.0 out of 5 stars,"









  
  
    
  Excellent product

  
",Excellent product,Reviewed in India on 6 March 2020,5,excellent product,pos
2962,3.0 out of 5 stars,"









  
  
    
  Good

  
",Good,Reviewed in India on 11 September 2019,3,Good,pos
2963,5.0 out of 5 stars,"









  
  
    
  Geniune product and happy with performance

  
",Good product,Reviewed in India on 13 January 2019,5,Geniune product and happy with performance,pos
2964,5.0 out of 5 stars,"









  
  
    
  Package  : 5/5Delivery  :4.5/5* Product is a genuine one.* Sending speed is extremely awesome

  
","Must go for it, because value for money",Reviewed in India on 11 October 2019,5,Package delivery product be genuine send speed be extremely awesome,pos
2965,5.0 out of 5 stars,"









  
  
    
  Ok

  
",Good,Reviewed in India on 9 June 2018,5,ok,pos
2966,5.0 out of 5 stars,"









  
  
    
  Very reliable,It's lasting me a long time

  
",Reliable quality,Reviewed in India on 4 December 2018,5,very reliable It be last me long time,neu
2967,5.0 out of 5 stars,"









  
  
    
  Packaging is good. What matters though is performance and that’s where it excels. Transfer speed is really very good

  
",Does what it says !,Reviewed in India on 4 December 2018,5,Packaging be good what matter though be performance and thata where it excel transfer speed be really very good,pos
2968,5.0 out of 5 stars,"









  
  
    
  Great micro sd card from SamsungPros superfast, plug n play, samsung warrantyCons no cons found so far

  
","Great buy, go for it!!!",Reviewed in India on 6 October 2019,5,great micro sd card from SamsungPros superfast plug play samsung warrantycon no con find so far,pos
2969,5.0 out of 5 stars,"









  
  
    
  good product

  
",good product,Reviewed in India on 25 June 2017,5,good product,pos
2970,5.0 out of 5 stars,"









  
  
    
  Ok

  
",Ok,Reviewed in India on 23 March 2019,5,ok,pos
2971,5.0 out of 5 stars,"









  
  
    
  Samsung product awesome

  
",Best memory chip in this price segment,Reviewed in India on 14 December 2018,5,Samsung product awesome,pos
